2023-06-11 11:06:389 INFO  HomePage :25 - Mouse Hover And Click On Sign Up
2023-06-11 11:06:723 INFO  HomePage :25 - Mouse Hover And Click On Sign Up
2023-06-11 11:06:388 INFO  HomePage :34 - Mouse Hover And Click On  Accept Cookies
2023-06-11 11:06:492 INFO  HomePage :34 - Mouse Hover And Click On  Accept Cookies
2023-06-11 11:06:779 INFO  HomePage :33 - Clicking on the SignUp Link
2023-06-11 11:06:156 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:430 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:863 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:633 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:624 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:228 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:940 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:05 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:411 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:730 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:472 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:909 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:507 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:221 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:216 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:388 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:977 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 12:06:171 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:02 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:822 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:21 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:23 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:633 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:715 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:70 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 13:06:710 INFO  HomePage :28 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:225 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:852 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:852 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:318 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:757 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:466 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:463 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:865 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:602 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:85 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:800 INFO  SignUpPage :30 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (fd40a24c5256a2f45df97f05c412c598)] -> xpath: //input[@id='first_name']]
2023-06-11 14:06:826 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:547 INFO  SignUpPage :30 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (faa4b2c967e5352507b3adac3e68f1ef)] -> xpath: //input[@id='first_name']]
2023-06-11 14:06:948 INFO  SignUpPage :36 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (faa4b2c967e5352507b3adac3e68f1ef)] -> xpath: //input[@id='last_name']]
2023-06-11 14:06:211 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:354 INFO  SignUpPage :37 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (3131ca308c9e1d8a1e9f29992fe3093d)] -> xpath: //input[@id='first_name']]
2023-06-11 14:06:744 INFO  SignUpPage :43 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (3131ca308c9e1d8a1e9f29992fe3093d)] -> xpath: //input[@id='last_name']]
2023-06-11 14:06:964 INFO  SignUpPage :48 - Clicking on Continue Button
2023-06-11 14:06:572 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:242 INFO  SignUpPage :40 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (423a0ea8da7948fa9fff2f65456fb547)] -> xpath: //input[@id='first_name']]
2023-06-11 14:06:798 INFO  SignUpPage :46 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (423a0ea8da7948fa9fff2f65456fb547)] -> xpath: //input[@id='last_name']]
2023-06-11 14:06:41 INFO  SignUpPage :51 - Clicking on Continue Button
2023-06-11 14:06:267 INFO  SignUpPage :57 - Clicking on Gender Male Button
2023-06-11 14:06:489 INFO  HomePage :35 - Mouse Hover And Click On Sign Up
2023-06-11 14:06:462 INFO  SignUpPage :40 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (f4031e0fc048f5a356688869737bf47a)] -> xpath: //input[@id='first_name']]
2023-06-11 14:06:872 INFO  SignUpPage :46 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (f4031e0fc048f5a356688869737bf47a)] -> xpath: //input[@id='last_name']]
2023-06-11 14:06:96 INFO  SignUpPage :51 - Clicking on Continue Button
2023-06-11 14:06:339 INFO  SignUpPage :57 - Clicking on Gender Male Button
2023-06-11 15:06:650 INFO  HomePage :37 - Mouse Hover And Click On Sign Up
2023-06-11 15:06:380 INFO  SignUpPage :50 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (3b06107a13adcefe7f30611776a1f592)] -> xpath: //input[@id='first_name']]
2023-06-11 15:06:138 INFO  SignUpPage :56 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (3b06107a13adcefe7f30611776a1f592)] -> xpath: //input[@id='last_name']]
2023-06-11 15:06:330 INFO  SignUpPage :61 - Clicking on Continue Button
2023-06-11 15:06:573 INFO  SignUpPage :67 - Clicking on Gender Male Button
2023-06-11 15:06:13 INFO  SignUpPage :80 - Enter email [[ChromeDriver: chrome on WINDOWS (3b06107a13adcefe7f30611776a1f592)] -> xpath: //input[@id='regpath_form_email_input']]
2023-06-11 15:06:278 INFO  HomePage :37 - Mouse Hover And Click On Sign Up
2023-06-11 15:06:99 INFO  SignUpPage :56 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (5640cc9766d1fd5dc269645d93071da6)] -> xpath: //input[@id='first_name']]
2023-06-11 15:06:317 INFO  SignUpPage :62 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (5640cc9766d1fd5dc269645d93071da6)] -> xpath: //input[@id='last_name']]
2023-06-11 15:06:418 INFO  SignUpPage :67 - Clicking on Continue Button
2023-06-11 15:06:647 INFO  SignUpPage :73 - Clicking on Gender Male Button
2023-06-11 15:06:873 INFO  SignUpPage :86 - Enter email [[ChromeDriver: chrome on WINDOWS (5640cc9766d1fd5dc269645d93071da6)] -> xpath: //input[@id='regpath_form_email_input']]
2023-06-11 15:06:335 INFO  SignUpPage :91 - Enter password Password12345 to password field [[ChromeDriver: chrome on WINDOWS (5640cc9766d1fd5dc269645d93071da6)] -> xpath: //input[@id='password']]
2023-06-11 15:06:681 INFO  HomePage :37 - Mouse Hover And Click On Sign Up
2023-06-11 15:06:221 INFO  SignUpPage :60 - Enter first name John to firstName field [[ChromeDriver: chrome on WINDOWS (92aa6f87d1dcf7244d1862d880b65881)] -> xpath: //input[@id='first_name']]
2023-06-11 15:06:461 INFO  SignUpPage :66 - Enter first name Smith to lastName field [[ChromeDriver: chrome on WINDOWS (92aa6f87d1dcf7244d1862d880b65881)] -> xpath: //input[@id='last_name']]
2023-06-11 15:06:659 INFO  SignUpPage :71 - Clicking on Continue Button
2023-06-11 15:06:931 INFO  SignUpPage :77 - Clicking on Gender Male Button
2023-06-11 15:06:159 INFO  SignUpPage :90 - Enter email [[ChromeDriver: chrome on WINDOWS (92aa6f87d1dcf7244d1862d880b65881)] -> xpath: //input[@id='regpath_form_email_input']]
2023-06-11 15:06:75 INFO  SignUpPage :95 - Enter password Password12345 to password field [[ChromeDriver: chrome on WINDOWS (92aa6f87d1dcf7244d1862d880b65881)] -> xpath: //input[@id='password']]
2023-06-11 15:06:414 INFO  SignUpPage :101 - Enter mobile number -1113255803 to mobile number field [[ChromeDriver: chrome on WINDOWS (92aa6f87d1dcf7244d1862d880b65881)] -> xpath: //input[@id='phone_number']]
2023-06-11 15:06:658 INFO  HomePage :37 - Mouse Hover And Click On Sign Up
